header,type,class,mechanism,group,snp,Can be confirmed,Cluster_ID,Cluster_other_groups,Cluster_classes
MEG_3540|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,,,0,AAK; OHIO; OKP; OXA; SHV,betalactams
MEG_36|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3,,,1013,,Aminoglycosides
MEG_497|Drugs|betalactams|Class_C_betalactamases|ACT,Drugs,betalactams,Class C betalactamases,ACT,,,1014,,betalactams
MEG_11406|Drugs|betalactams|Class_B_betalactamases|PAN,Drugs,betalactams,Class B betalactamases,PAN,,,1015,,betalactams
MEG_7975|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1016,,Aminoglycosides
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,Metals,Mercury resistance,Mercury resistance protein,MERA,,,1017,,Mercury_resistance
MEG_11336|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,,,1018,,Multi-metal_resistance
MEG_1782|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CMTR,Metals,Multi-metal resistance,Multi-metal resistance regulator,CMTR,,,1019,,Multi-metal_resistance
MEG_11292|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1020,,Aminoglycosides
MEG_2460|Metals|Copper_resistance|Copper_resistance_protein|CUTR,Metals,Copper resistance,Copper resistance protein,CUTR,,,1021,,Copper_resistance
MEG_6574|Drugs|betalactams|Class_B_betalactamases|STA,Drugs,betalactams,Class B betalactamases,STA,,,1022,,betalactams
MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,,,1023,,Multi-metal_resistance
MEG_14|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC2-PRIME,,,1024,,Aminoglycosides
MEG_11293|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1025,,Aminoglycosides
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,Metals,Zinc resistance,Zinc resistance protein,ZNUB,,,1026,,Zinc_resistance
MEG_8392|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,1027,,betalactams
MEG_2910|Drugs|betalactams|Class_B_betalactamases|FIM,Drugs,betalactams,Class B betalactamases,FIM,,,1028,,betalactams
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,,,1029,,Arsenic_resistance
MEG_2079|Metals|Copper_resistance|Copper_resistance_protein|COPV,Metals,Copper resistance,Copper resistance protein,COPV,,,1030,,Copper_resistance
MEG_1472|Drugs|betalactams|Class_D_betalactamases|BPU,Drugs,betalactams,Class D betalactamases,BPU,,,1031,,betalactams
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,Biocides,Phenolic compound resistance,Phenolic resistance protein,FABI,,,1032,,Phenolic_compound_resistance
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,Drugs,Lipopeptides,Colistin-resistant mutant,LPXA,RequiresSNPConfirmation,Yes,1033,,Lipopeptides
MEG_8417|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,1034,,betalactams
MEG_11273|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3,,,1035,,Aminoglycosides
MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,Biocides,Multi-biocide resistance,Multi-biocide SMR efflux pump,EBRB,,,1036,,Multi-biocide_resistance
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,MODC,,,1037,,Multi-metal_resistance
MEG_11337|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,,,1038,,Multi-metal_resistance
MEG_10133|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RV1667|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Pyrazinamide-resistant mutant,RV1667,RequiresSNPConfirmation,No,1039,,Mycobacterium_tuberculosis-specific_Drug
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9,,,1040,,Aminoglycosides
MEG_6055|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|RIBD|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Para-aminosalicylic acid resistant mutant,RIBD,RequiresSNPConfirmation,Yes,1041,,Mycobacterium_tuberculosis-specific_Drug
MEG_11319|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,1042,,betalactams
MEG_9990|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9,,,1043,,Aminoglycosides
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,MDTJ,,,1044,,Drug_and_biocide_resistance
MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,Drugs,Glycopeptides,Bleomycin resistance protein,BRP,,,1045,,Glycopeptides
MEG_10124|Drugs|betalactams|Class_D_betalactamases|RAD,Drugs,betalactams,Class D betalactamases,RAD,,,1046,,betalactams
MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9,,,1047,,Aminoglycosides
MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,,,1048,,Multi-metal_resistance
MEG_6538|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|SMTB,Metals,Multi-metal resistance,Multi-metal resistance regulator,SMTB,,,1049,,Multi-metal_resistance
MEG_8660|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|RANA,Drugs,Aminoglycosides,Aminoglycoside efflux pumps,RANA,,,1050,,Aminoglycosides
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSDM,,,1051,,Multi-metal_resistance
MEG_7297|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGT,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TTGT,,,1052,,Multi-biocide_resistance
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,KPNE,,,1053,,Drug_and_biocide_resistance
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1054,,Aminoglycosides
MEG_4205|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|NMTR,Metals,Multi-metal resistance,Multi-metal resistance regulator,NMTR,,,1055,,Multi-metal_resistance
MEG_10097|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUH,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUH,,,1056,,MLS
MEG_1048|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,,,1057,,Aminoglycosides
MEG_6648|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TBTR,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TBTR,,,1058,,Multi-biocide_resistance
MEG_11328|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,,,1059,,Arsenic_resistance
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,Metals,Arsenic resistance,Arsenic resistance protein,ARSD,,,1060,,Arsenic_resistance
MEG_11331|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,,,1061,,Arsenic_resistance
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,KPNF,,,1062,,Drug_and_biocide_resistance
MEG_5855|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACPB,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACPB,,,1063,,Drug_and_biocide_resistance
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,MDTI,,,1064,,Drug_and_biocide_resistance
MEG_2072|Metals|Copper_resistance|Copper_resistance_regulator|COPR,Metals,Copper resistance,Copper resistance regulator,COPR,,,1065,,Copper_resistance
MEG_10102|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFH,Drugs,MLS,MLS resistance MFS efflux pumps,MEFH,,,1066,,MLS
MEG_5850|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACK,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACK,,,1067,,Drug_and_biocide_resistance
MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE,Drugs,Multi-drug resistance,Multi-drug SMR efflux regulator,EMRE,,,1068,,Multi-drug_resistance
MEG_11272|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3,,,1069,,Aminoglycosides
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,Biocides,Acid resistance,Acid resistance protein,HDEA,,,1070,,Acid_resistance
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,MVRC,,,1071,,Drug_and_biocide_resistance
MEG_6073|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTG,Drugs,Aminoglycosides,16S rRNA methyltransferases,RMTG,,,1072,,Aminoglycosides
MEG_11289|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1073,,Aminoglycosides
MEG_11296|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,,,1074,,Aminoglycosides
MEG_10079|Drugs|MLS|23S_rRNA_methyltransferases|ERM56,Drugs,MLS,23S rRNA methyltransferases,ERM56,,,1075,,MLS
MEG_8321|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,1076,,betalactams
MEG_5849|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACJ,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACJ,,,1077,,Drug_and_biocide_resistance
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACC,,,1078,,Drug_and_biocide_resistance
MEG_11290|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1079,,Aminoglycosides
MEG_3285|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,Metals,Nickel resistance,Nickel resistance protein,HUPN,,,1080,,Nickel_resistance
MEG_5825|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACC,,,1081,,Drug_and_biocide_resistance
MEG_3996|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MMR,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,MMR,,,1082,,Drug_and_biocide_resistance
MEG_6980|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TET37,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TET37,,,1083,,Tetracyclines
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CUSF,,,1084,,Multi-metal_resistance
MEG_1714|Metals|Chromium_resistance|Chromium_resistance_protein|CHRE,Metals,Chromium resistance,Chromium resistance protein,CHRE,,,1085,,Chromium_resistance
MEG_7331|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,Drugs,Glycopeptides,VanA-type resistance protein,VAN,,,1086,,Glycopeptides
MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,Metals,Mercury resistance,Mercury resistance protein,MERP,,,1087,,Mercury_resistance
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,Metals,Copper resistance,Copper resistance protein,CUTA,,,1088,,Copper_resistance
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADX,,,1089,,Multi-metal_resistance
MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,Drugs,Rifampin,RNA-polymerase binding protein,RBPA,,,1090,,Rifampin
MEG_3878|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,Metals,Mercury resistance,Mercury resistance protein,MERP,,,1091,,Mercury_resistance
MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,,,1092,,Aminoglycosides
MEG_1059|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,,,1093,,Aminoglycosides
MEG_11332|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,Metals,Arsenic resistance,Arsenic resistance regulator,ARSR,,,1094,,Arsenic_resistance
MEG_7830|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YGIW,,,1095,,Biocide_and_metal_resistance
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Drugs,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,RequiresSNPConfirmation,No,1096,,Sulfonamides
MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,Drugs,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULIII,,,1097,,Sulfonamides
MEG_935|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1098,,Aminoglycosides
MEG_11291|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,,,1099,,Aminoglycosides
MEG_8741|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|YAJC,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,YAJC,,,1100,,Drug_and_biocide_resistance
MEG_7250|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|THYA|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Para-aminosalicylic acid resistant mutant,THYA,RequiresSNPConfirmation,Yes,1101,,Mycobacterium_tuberculosis-specific_Drug
MEG_8067|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1102,,Trimethoprim
MEG_3279|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|HSMR,Biocides,Multi-biocide resistance,Multi-biocide resistance protein,HSMR,,,1103,,Multi-biocide_resistance
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,Metals,Multi-metal resistance,Multi-metal resistance protein,RCNB,,,1104,,Multi-metal_resistance
MEG_7809|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|WTPB,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,WTPB,,,1105,,Multi-metal_resistance
MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,Multi-compound,Drug and biocide and metal resistance,Drug and biocide and metal SMR efflux pump,YKKC,,,1106,,Drug_and_biocide_and_metal_resistance
MEG_2798|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,,,1107,,MLS
MEG_11303|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1108,,Trimethoprim
MEG_10009|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSE,Drugs,Aminoglycosides,Aminoglycoside-resistant 16S ribosomal subunit protein,RPSE,,,1109,,Aminoglycosides
MEG_24|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3,,,1110,,Aminoglycosides
MEG_1702|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CHR,,,1111,,Biocide_and_metal_resistance
MEG_3900|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,MEXA,,,1112,,Drug_and_biocide_resistance
MEG_7555|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,Drugs,Glycopeptides,VanA-type resistance protein,VANXA,,,1113,,Glycopeptides
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUP,,,1114,,MLS
MEG_10149|Drugs|Glycopeptides|VanP-type_resistance_protein|VANXP,Drugs,Glycopeptides,VanP-type resistance protein,VANXP,,,1115,,Glycopeptides
MEG_7573|Drugs|Glycopeptides|VanO-type_resistance_protein|VANXO,Drugs,Glycopeptides,VanO-type resistance protein,VANXO,,,1116,,Glycopeptides
MEG_8065|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1117,,Trimethoprim
MEG_7570|Drugs|Glycopeptides|VanI-type_resistance_protein|VANXI,Drugs,Glycopeptides,VanI-type resistance protein,VANXI,,,1118,,Glycopeptides
MEG_7566|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,Drugs,Glycopeptides,VanD-type resistance protein,VANXD,,,1119,,Glycopeptides
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,Biocides,Acid resistance,Acid resistance regulator,EVGA,,,1120,,Acid_resistance
MEG_3890|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,Metals,Mercury resistance,Mercury resistance protein,MERT,,,1121,,Mercury_resistance
MEG_2045|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,,,1122,,Copper_resistance
MEG_4194|Drugs|Metronidazole|NIM_nitroimidazole_reductase|NIMJ,Drugs,Metronidazole,NIM nitroimidazole reductase,NIMJ,,,1123,,Metronidazole
MEG_7272|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIAP,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRIAP,,,1124,,Phenolic_compound_resistance
MEG_7190|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Drugs,Tetracyclines,Tetracycline transcriptional repressor,TETR,RequiresSNPConfirmation,No,1125,,Tetracyclines
MEG_7189|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Drugs,Tetracyclines,Tetracycline transcriptional repressor,TETR,RequiresSNPConfirmation,No,1126,,Tetracyclines
MEG_263|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,1127,,Aminoglycosides
MEG_6541|Biocides|Peroxide_resistance|Peroxide_resistance_protein|SODA,Biocides,Peroxide resistance,Peroxide resistance protein,SODA,,,1128,,Peroxide_resistance
MEG_985|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME,,,1129,,Aminoglycosides
MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,Drugs,Bacitracin,Bacitracin ABC transporter,BCRC,,,1130,,Bacitracin
MEG_2066|Metals|Copper_resistance|Copper_resistance_protein|COPM,Metals,Copper resistance,Copper resistance protein,COPM,,,1131,,Copper_resistance
MEG_7593|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,Drugs,Glycopeptides,VanA-type accessory protein,VANYA,,,1132,,Glycopeptides
MEG_7262|Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB,Drugs,Nucleosides,Tunicamycin resistance protein,TMRB,,,1133,,Nucleosides
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,TEHB,,,1134,,Biocide_and_metal_resistance
MEG_7615|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,Drugs,Glycopeptides,VanA-type accessory protein,VANZA,,,1135,,Glycopeptides
MEG_10144|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPA|RequiresSNPConfirmation,Drugs,Fosfomycin,Fosfomycin target mutation,UHPA,RequiresSNPConfirmation,No,1136,,Fosfomycin
MEG_2490|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1137,,Trimethoprim
MEG_8063|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1138,,Trimethoprim
MEG_11301|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1139,,Trimethoprim
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1140,,Trimethoprim
MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC2-PRIME,,,1141,,Aminoglycosides
MEG_11359|Biocides|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,Biocides,Organoarsenicals,Arsinothricin resistance N-acetyltransferases,ARSN1,,,1142,,Organoarsenicals
MEG_203|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,1143,,Aminoglycosides
MEG_7640|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|VCER,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,VCER,,,1144,,Drug_and_biocide_resistance
MEG_7391|Drugs|Glycopeptides|VanE-type_resistance_protein|VANE,Drugs,Glycopeptides,VanE-type resistance protein,VANE,,,1145,,Glycopeptides
MEG_11302|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,1146,,Trimethoprim
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,Multi-compound,Drug and metal resistance,Drug and metal MFS efflux pumps,PMRG,,,1147,,Drug_and_metal_resistance
MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE,Metals,Nickel resistance,Nickel resistance protein,HUPE,,,1148,,Nickel_resistance
MEG_1713|Metals|Chromium_resistance|Chromium_resistance_protein|CHRC,Metals,Chromium resistance,Chromium resistance protein,CHRC,,,1149,,Chromium_resistance
MEG_8272|Drugs|Metronidazole|NIM_nitroimidazole_reductase|NIMK,Drugs,Metronidazole,NIM nitroimidazole reductase,NIMK,,,1150,,Metronidazole
MEG_321|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,1151,,Aminoglycosides
MEG_7191|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Drugs,Tetracyclines,Tetracycline transcriptional repressor,TETR,RequiresSNPConfirmation,No,1152,,Tetracyclines
MEG_282|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,1153,,Aminoglycosides
MEG_8687|Drugs|Mycobacterium_tuberculosis-specific_Drug|MDR_mutant_promoter|RV0678|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,MDR mutant promoter,RV0678,RequiresSNPConfirmation,No,1154,,Mycobacterium_tuberculosis-specific_Drug
MEG_4181|Drugs|Metronidazole|NIM_nitroimidazole_reductase|NIMC,Drugs,Metronidazole,NIM nitroimidazole reductase,NIMC,,,1155,,Metronidazole
MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Drugs,Tetracyclines,Tetracycline transcriptional repressor,TETR,RequiresSNPConfirmation,No,1156,,Tetracyclines
MEG_3941|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXZ|RequiresSNPConfirmation,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,MEXZ,RequiresSNPConfirmation,Yes,1157,,Drug_and_biocide_resistance
